3749,-9.84,1.25,-0.91,1.19,-0.33,-0.12,999.75,28.08
3779,-8.03,0.16,-2.12,1.06,-0.24,0.43,999.75,28.08
3808,-8.17,1.47,-1.77,0.70,0.11,0.75,999.75,28.08
3837,-8.44,-0.13,-0.52,0.63,0.30,1.12,999.75,28.08
3869,-9.56,-0.80,0.20,0.43,-0.15,0.47,999.75,28.08
3898,-9.85,-0.79,-1.11,0.37,-0.36,0.07,999.75,28.09
3928,-10.17,-0.30,-0.76,0.49,-0.13,-0.43,999.75,28.09
3956,-11.93,1.31,-2.89,0.58,0.40,0.22,999.75,28.09
3986,-12.37,-0.18,-2.60,0.70,0.34,1.24,999.75,28.09
4015,-11.23,-2.10,-0.70,0.95,0.20,1.05,999.75,28.09
4044,-10.72,-1.79,-0.89,1.08,0.13,-0.15,999.75,28.09
4073,-10.58,-0.05,-1.62,1.26,0.21,-0.30,999.73,28.09
4103,-10.60,0.40,-1.53,1.28,0.13,0.11,999.73,28.09
4131,-10.15,0.41,-1.94,1.15,0.05,0.27,999.73,28.09
4163,-9.73,-0.11,-1.34,1.39,-0.15,0.12,999.73,28.09
4193,-8.59,1.27,-1.42,1.13,-0.09,0.34,999.73,28.09
4221,-7.18,3.66,-0.50,0.32,0.16,0.83,999.74,28.09
4250,-7.35,4.13,0.26,0.14,0.01,1.09,999.74,28.09
4280,-6.57,-0.35,-0.89,0.54,0.42,0.05,999.74,28.09
4308,-8.47,1.64,-1.55,0.64,0.73,-0.29,999.74,28.09
4337,-9.28,2.41,-1.24,0.58,0.58,0.05,999.74,28.09
4367,-10.22,2.30,-1.54,0.43,0.36,0.52,999.74,28.08
4396,-10.46,2.74,-1.37,0.20,0.20,0.70,999.74,28.08
4424,-10.41,1.62,-1.47,-0.07,-0.29,0.09,999.74,28.08
4457,-10.28,0.75,-2.89,0.63,-0.22,-0.14,999.74,28.08
4486,-11.15,1.12,-2.65,0.76,-0.19,0.14,999.74,28.08
4517,-10.94,1.36,-1.95,0.50,-0.55,-0.16,999.78,28.10
4546,-10.35,0.92,-2.53,0.74,-2.08,-0.61,999.78,28.10
4575,-10.54,-0.50,-2.00,0.81,-1.74,-0.92,999.78,28.10
4604,-2.34,5.80,-20.98,-0.04,0.42,-0.48,999.78,28.10
4633,-10.60,-1.04,-5.64,-0.11,0.84,-0.53,999.78,28.10
4663,-10.70,0.53,0.11,0.23,-0.14,0.61,999.76,28.10
4691,-9.48,2.47,-9.17,-0.06,-0.13,-0.51,999.76,28.10
4723,-9.62,3.61,-5.92,-0.40,0.48,-0.66,999.76,28.10
4753,-0.34,-6.56,-0.35,-0.39,0.62,-0.49,999.76,28.10
4782,-9.94,-1.20,1.45,-0.13,0.49,-0.64,999.76,28.10
4810,-10.82,-1.56,2.20,-0.31,0.58,-0.49,999.75,28.10
4839,-9.17,2.39,-1.45,-0.33,0.65,-0.30,999.75,28.10
4869,-7.88,2.33,-1.20,-0.10,0.22,0.41,999.75,28.10
4897,-9.88,0.94,0.25,0.05,-0.35,0.60,999.75,28.10
4926,-9.67,0.70,-1.01,0.11,-0.83,0.59,999.75,28.10
4956,-10.08,-0.46,-1.54,0.13,-1.42,0.46,999.75,28.11
4984,-10.29,-0.86,-2.01,0.41,-1.48,0.04,999.75,28.11
5016,-9.44,0.58,-0.55,0.30,-1.29,-0.27,999.75,28.11
5045,-16.88,-1.09,6.79,0.33,0.06,0.03,999.75,28.11
5073,-14.94,1.35,-0.69,0.54,-0.19,-0.26,999.75,28.11
5103,-9.63,0.52,-1.97,-0.01,0.06,-0.44,999.74,28.10
5132,-11.55,-2.31,-2.54,-0.22,0.22,-0.58,999.74,28.10
5160,-10.92,-2.60,-0.04,-0.06,0.21,-0.89,999.74,28.10
5190,-11.14,-2.96,0.04,0.16,0.11,-0.96,999.74,28.10
5219,-10.59,-2.45,0.09,0.34,-0.09,-0.86,999.74,28.10
5248,-8.87,-0.67,-0.05,0.57,-0.30,-0.39,999.73,28.10
5276,-8.84,0.48,-2.79,0.28,-0.23,0.25,999.73,28.10
5308,-5.64,-0.21,-2.60,-0.62,-0.14,0.01,999.73,28.10
5338,-10.27,-1.11,0.19,-0.66,-0.23,-0.54,999.73,28.10
5366,-0.35,-0.13,-5.57,-0.74,-0.40,-0.05,999.73,28.10
5395,-10.88,0.14,1.82,-0.82,-0.24,1.93,999.78,28.11
5425,-3.56,-0.01,-1.87,-0.73,-0.29,1.50,999.78,28.11
5453,-0.99,-8.14,-1.25,-0.43,-0.30,0.72,999.78,28.11
5482,-3.93,-3.44,2.59,0.13,-0.22,0.07,999.78,28.11
5511,-9.35,0.78,-0.68,0.11,-0.18,-0.04,999.78,28.11
5539,-9.28,0.92,-0.26,-0.19,-0.11,0.04,999.78,28.11
5572,-9.39,1.07,-0.76,-0.33,0.19,0.11,999.76,28.10
5601,-9.60,1.54,-0.99,-0.26,0.56,0.21,999.76,28.10
5630,-9.65,2.76,-0.01,-0.53,0.51,0.58,999.76,28.10
5659,-12.49,3.87,-0.17,-0.59,1.66,0.67,999.76,28.10
5688,-18.14,10.47,22.78,-0.13,-0.03,0.42,999.76,28.10
5718,-14.14,3.02,-1.48,-0.06,-0.04,0.27,999.73,28.10
5746,-11.40,0.07,-0.80,-0.05,0.14,0.15,999.73,28.10
5776,-10.82,0.31,0.06,-0.11,0.09,0.14,999.73,28.10
5805,-9.94,0.13,-1.52,-0.22,0.10,0.14,999.73,28.10
5833,-10.15,0.68,-1.65,-0.21,0.11,0.15,999.73,28.10
5866,-10.73,-0.20,-1.29,-0.30,0.06,0.03,999.75,28.11
5895,-10.30,-1.59,-0.26,-0.07,-0.00,-0.32,999.75,28.11
5923,-9.77,1.18,-0.35,-0.06,-0.12,-0.18,999.75,28.11
5953,-9.32,0.82,0.08,-0.04,-0.15,-0.32,999.75,28.11
5982,-8.95,0.75,-0.44,0.08,-0.16,-0.38,999.75,28.11
6010,-8.51,1.53,-0.65,0.34,-0.17,-0.38,999.77,28.11
6040,-8.49,3.33,-1.04,0.30,-0.18,-0.19,999.77,28.11
6070,-9.69,-3.18,-1.43,-0.29,-0.10,-0.17,999.77,28.11
6098,-8.05,1.26,-2.47,-0.13,0.01,-0.26,999.77,28.11
6130,-9.40,1.78,-0.83,-0.09,0.07,0.03,999.77,28.11
6160,-9.40,1.22,-0.58,0.14,0.06,0.11,999.73,28.11
6189,-10.07,0.96,-0.43,-0.09,-0.01,0.19,999.73,28.11
6218,-10.04,0.20,-1.35,-0.23,0.01,0.12,999.73,28.11
6247,-10.32,0.02,-1.42,0.33,0.02,0.06,999.73,28.11
6276,-9.66,1.24,-0.45,-0.18,0.00,0.16,999.73,28.11
6305,-9.99,1.11,-1.03,-0.57,0.03,0.15,999.72,28.11
6334,-10.78,-0.07,-1.80,-0.29,0.09,0.07,999.72,28.11
6364,-10.59,-0.95,-0.92,-0.05,0.13,0.02,999.72,28.11
6392,-10.27,-0.16,-0.36,0.22,0.15,-0.02,999.72,28.11
6425,-9.66,-0.32,-0.37,0.12,0.20,0.00,999.72,28.11
6454,-9.31,-0.45,-0.74,0.03,0.26,0.03,999.69,28.11
6482,-9.39,0.70,-0.32,-0.30,0.17,0.05,999.69,28.11
6512,-9.18,-0.90,-0.75,-0.09,0.09,0.00,999.69,28.11
6541,-9.06,-0.98,-0.57,0.36,0.02,-0.12,999.69,28.11
6571,-9.27,-0.27,-0.29,0.30,-0.02,-0.20,999.69,28.11
6599,-9.01,0.21,-0.19,0.29,-0.05,-0.23,999.73,28.12
6629,-8.39,3.14,1.04,-0.30,-0.16,-0.11,999.73,28.12
6658,-9.06,2.31,0.49,-0.32,-0.27,-0.09,999.73,28.12
6687,-8.94,1.09,0.21,-0.41,-0.33,-0.03,999.73,28.12
6719,-8.84,1.19,-1.65,-0.45,-0.22,0.07,999.73,28.12
6748,-9.88,0.18,-0.42,-0.16,-0.21,0.10,999.69,28.12
6777,-9.73,0.26,0.09,-0.02,-0.29,0.16,999.69,28.12
6806,-9.20,1.22,-0.68,-0.15,-0.14,0.19,999.69,28.12
6835,-9.47,0.49,-0.25,-0.25,-0.03,0.31,999.69,28.12
6864,-9.31,0.03,-1.36,-0.11,-0.03,0.26,999.69,28.12
6893,-9.36,-1.19,-0.65,0.11,-0.05,0.10,999.70,28.12
6923,-9.45,0.32,-1.05,-0.25,0.04,0.08,999.70,28.12
6951,-11.35,-0.08,-0.57,-0.51,0.00,-0.03,999.70,28.12
6984,-10.13,0.08,-0.29,-0.27,-0.07,-0.15,999.70,28.12
7013,-9.24,0.36,-0.57,0.04,-0.04,-0.16,999.70,28.12
7043,-9.40,0.55,-0.77,-0.16,0.01,-0.11,999.71,28.12
7071,-9.38,0.87,-1.53,-0.28,0.04,-0.05,999.71,28.12
7101,-9.39,-0.03,-1.32,0.19,0.11,-0.11,999.71,28.12
7130,-9.84,0.98,-0.27,0.22,0.14,-0.09,999.71,28.12
7158,-10.01,0.80,-0.12,-0.02,0.11,-0.04,999.71,28.12
7188,-9.58,0.29,-0.27,0.11,0.07,-0.08,999.71,28.12
7217,-9.41,0.77,-0.19,-0.05,0.10,-0.02,999.68,28.12
7246,-9.54,1.03,0.91,-0.51,-0.01,-0.03,999.68,28.12
7278,-10.07,2.17,-0.65,-0.53,-0.13,-0.15,999.68,28.12
7307,-10.52,-0.42,0.56,-0.39,-0.15,-0.14,999.68,28.12
7336,-9.38,0.28,-0.33,-0.04,-0.04,-0.07,999.68,28.12
7365,-9.56,0.35,0.63,0.11,-0.10,0.04,999.70,28.11
7394,-9.95,0.57,-0.24,-0.02,-0.12,0.10,999.70,28.11
7424,-10.41,-0.16,-0.51,-0.04,-0.03,-0.05,999.70,28.11
7452,-10.90,-1.31,-0.39,0.39,-0.02,-0.25,999.70,28.11
7481,-11.45,-0.45,0.40,0.41,-0.16,-0.11,999.70,28.11
7511,-11.65,0.48,0.17,0.45,-0.17,-0.22,999.71,28.12
7539,-10.56,1.47,0.80,0.27,-0.06,-0.02,999.71,28.12
7571,-10.52,-0.98,0.16,0.43,-0.10,-0.03,999.71,28.12
7600,-9.67,0.34,0.50,-0.27,-0.08,0.14,999.71,28.12
7629,-9.51,0.02,0.21,-0.53,0.05,0.22,999.71,28.12
7658,-8.84,-0.70,-0.03,-0.44,0.06,0.10,999.71,28.12
7687,-8.99,-0.88,-0.34,-0.16,0.04,0.03,999.71,28.12
7715,-8.24,-2.00,0.97,0.03,-0.00,-0.29,999.71,28.12
7745,-7.21,-1.74,0.64,-0.55,0.23,0.14,999.71,28.12
7774,-7.91,-0.50,-0.08,-0.28,0.23,0.00,999.71,28.12
7802,-8.56,-0.26,0.34,-0.44,0.21,0.11,999.69,28.12
7834,-7.53,-0.28,2.83,-0.43,-0.08,-0.16,999.69,28.12
7864,-7.81,2.44,0.74,-1.21,-0.04,0.24,999.69,28.12
7892,-8.56,-0.45,1.25,-0.97,-0.06,-0.03,999.69,28.12
7921,-8.42,0.30,0.50,-0.40,-0.09,0.14,999.69,28.12
7951,-9.44,0.42,-0.15,-0.14,-0.06,0.19,999.72,28.12
7980,-9.69,0.73,-0.20,-0.21,0.01,0.06,999.72,28.12
8008,-9.77,0.21,-0.04,-0.14,0.08,-0.01,999.72,28.12
8040,-10.46,0.40,0.41,0.12,-0.00,0.04,999.72,28.12
8070,-10.12,0.67,0.03,-0.25,0.01,0.01,999.72,28.12
8098,-11.39,0.96,0.20,-0.53,-0.01,-0.06,999.75,28.13
8130,-11.68,-0.15,0.06,-0.31,-0.01,-0.16,999.75,28.13
8159,-10.85,0.73,-1.23,-0.48,0.11,-0.10,999.75,28.13
8188,-10.51,0.77,-0.34,-1.13,0.14,0.11,999.75,28.13
8217,-9.77,-0.33,-1.89,-1.39,0.29,0.19,999.75,28.13
8246,-9.51,-1.42,-0.77,-0.81,0.46,0.10,999.75,28.13
8275,-10.05,-0.14,-0.44,-1.07,0.44,0.03,999.75,28.13
8304,-9.60,0.16,-0.67,-1.48,0.36,-0.04,999.75,28.13
8334,-8.48,0.06,-0.68,-1.34,0.32,-0.02,999.75,28.13
8363,-8.87,-0.18,0.68,-0.89,0.26,-0.01,999.75,28.13
8391,-8.94,-0.32,0.37,-0.65,0.19,-0.02,999.73,28.12
8423,-9.16,0.09,0.35,-0.77,0.13,0.00,999.73,28.12
8453,-9.46,-0.77,-0.41,-0.83,0.08,0.02,999.73,28.12
8481,-9.31,1.54,0.23,-0.51,0.07,0.00,999.73,28.12
8511,-10.29,1.34,-0.68,-1.19,0.07,0.05,999.73,28.12
8540,-10.37,1.21,0.10,-1.07,0.07,0.09,999.75,28.12
8568,-10.23,1.15,0.75,-0.66,-0.04,0.05,999.75,28.12
8597,-10.78,0.49,-0.36,-0.84,-0.09,0.10,999.75,28.12
8627,-11.77,0.09,-4.17,-0.78,0.18,0.02,999.75,28.12
8655,-11.76,0.52,-4.00,-0.04,0.20,0.08,999.75,28.12
8687,-10.37,0.66,0.19,0.32,0.13,0.07,999.75,28.12
8717,-10.40,0.20,-0.19,-0.31,0.09,0.12,999.72,28.12
8745,-10.61,-0.22,-1.02,-0.57,0.09,0.09,999.72,28.12
8775,-9.42,-0.62,-1.47,-0.41,0.17,0.04,999.72,28.12
8804,-9.19,-0.57,-1.49,-0.11,0.21,-0.09,999.72,28.12
8833,-8.68,-0.07,-0.70,0.11,0.20,-0.19,999.72,28.12
8862,-8.10,0.06,-0.31,0.06,0.11,-0.19,999.71,28.12
8891,-7.96,0.18,-0.18,0.21,0.04,-0.16,999.71,28.12
8921,-7.82,0.41,-0.23,0.26,-0.01,-0.10,999.71,28.12
8949,-7.67,0.62,-0.08,0.12,-0.07,-0.00,999.71,28.12
8982,-8.96,1.20,-0.08,-0.10,-0.13,0.11,999.71,28.12
9011,-8.69,0.37,-0.02,-0.12,-0.15,0.15,999.73,28.13
9039,-9.85,0.42,-0.34,-0.12,-0.14,0.16,999.73,28.13
9069,-10.05,0.41,-0.50,-0.18,-0.12,0.18,999.73,28.13
9098,-10.47,1.04,-1.17,-0.27,-0.09,0.25,999.73,28.13
9126,-10.55,-0.96,-0.15,0.17,-0.03,0.20,999.73,28.13
9156,-10.98,0.38,0.79,0.05,-0.07,0.08,999.73,28.13
9185,-11.01,0.63,-1.56,-0.12,-0.06,0.11,999.73,28.13
9214,-11.47,0.45,-1.87,-0.28,0.05,0.07,999.73,28.13
9243,-10.85,0.11,-0.83,-0.12,0.02,0.02,999.73,28.13
9275,-10.40,0.10,-1.04,0.02,-0.04,-0.02,999.73,28.13
9305,-9.74,0.32,-1.04,0.07,0.02,-0.02,999.73,28.13
9333,-9.84,1.12,-1.24,-0.45,0.07,0.02,999.73,28.13
9363,-9.53,-0.29,-0.57,-0.34,0.04,-0.06,999.73,28.13
9392,-8.94,0.10,-0.47,-0.20,-0.01,-0.14,999.73,28.13
9421,-8.88,-0.28,-0.59,-0.03,-0.06,-0.29,999.73,28.13
9450,-8.68,0.43,-0.15,0.02,-0.07,-0.36,999.73,28.13
9480,-8.71,0.62,-0.24,0.07,-0.11,-0.38,999.73,28.13
9508,-9.17,0.78,0.14,0.10,-0.07,-0.34,999.73,28.13
9540,-9.04,0.57,0.36,0.00,-0.06,-0.31,999.73,28.13
9569,-9.08,0.36,0.33,0.18,-0.06,-0.26,999.73,28.13
9597,-8.76,-0.27,-0.51,0.42,-0.21,-0.32,999.75,28.14
9626,-8.49,0.85,0.56,0.38,-0.06,-0.29,999.75,28.14
9656,-9.50,0.79,-0.96,0.33,-0.12,-0.22,999.75,28.14
9684,-9.71,0.61,-1.02,0.44,-0.02,-0.16,999.75,28.14
9713,-10.56,-0.03,0.86,0.43,-0.06,-0.14,999.75,28.14
9743,-10.70,0.05,1.14,0.16,-0.15,-0.02,999.72,28.13
9772,-11.01,-0.01,-1.23,0.33,-0.04,0.04,999.72,28.13
9800,-11.60,-0.56,-1.85,0.49,0.18,-0.01,999.72,28.13
9842,-10.73,-0.13,-1.20,0.59,0.23,-0.03,999.72,28.13
9874,-10.30,-0.51,-0.87,0.07,0.19,0.08,999.72,28.13
9905,-9.41,-0.96,-0.89,-0.03,0.14,0.14,999.71,28.14
9935,-9.33,-0.81,-0.98,-0.19,0.11,0.12,999.71,28.14
9967,-9.03,-1.22,-0.35,-0.13,0.11,0.06,999.71,28.14
9998,-8.60,-1.36,0.08,0.17,0.06,-0.06,999.71,28.14
10029,-7.59,0.09,0.07,0.37,-0.06,-0.04,999.71,28.14
10060,-7.52,0.50,-0.04,0.49,-0.01,0.11,999.72,28.14
10091,-9.12,-0.34,-0.78,0.64,0.14,0.10,999.72,28.14
10123,-9.99,2.14,1.13,-0.08,0.13,0.03,999.72,28.14
10157,-9.70,0.04,1.46,-0.02,-0.14,-0.00,999.72,28.14
10188,-9.90,0.39,0.84,-0.13,-0.12,0.10,999.72,28.14
10219,-10.74,1.10,0.59,-0.56,-0.00,0.13,999.70,28.13
10251,-9.36,-1.07,-1.10,-0.37,-0.07,0.22,999.70,28.13
10281,-9.05,0.34,-0.44,-0.02,-0.11,0.23,999.70,28.13
10313,-10.02,-0.63,-0.25,0.25,-0.10,0.19,999.70,28.13
10345,-10.47,-0.07,-1.19,-0.17,-0.02,0.12,999.69,28.14
10376,-10.75,-0.58,-1.49,-0.36,0.02,0.02,999.69,28.14
10407,-10.79,-0.27,-0.84,-0.41,0.08,-0.08,999.69,28.14
10442,-10.81,0.19,-1.31,-0.45,0.12,0.00,999.69,28.14
10473,-11.13,1.28,-3.01,-0.79,0.21,0.22,999.69,28.14
10505,-10.53,-0.14,-1.59,-0.77,0.33,0.19,999.70,28.14
10535,-9.60,-1.70,-0.17,0.26,0.34,-0.03,999.70,28.14
10567,-8.90,-2.89,0.34,-0.59,0.26,-0.07,999.70,28.14
10599,-8.51,-1.94,-0.55,-0.22,0.19,-0.25,999.70,28.14
10630,-7.58,-1.79,1.39,0.10,0.14,-0.44,999.70,28.14
10661,-8.55,0.45,-0.55,0.32,0.07,-0.43,999.69,28.14
10692,-8.62,1.98,0.17,0.33,0.06,-0.42,999.69,28.14
10724,-8.83,0.76,0.29,-0.01,-0.17,-0.30,999.69,28.14
10758,-9.46,0.62,-0.19,-0.01,-0.24,-0.30,999.69,28.14
10789,-9.67,0.60,-0.55,0.04,-0.18,-0.18,999.70,28.14
10821,-9.99,0.58,-0.52,-0.27,-0.11,0.00,999.70,28.15
10852,-10.27,0.39,-0.04,-0.70,-0.09,0.14,999.70,28.15
10884,-11.22,-0.79,0.30,-0.42,-0.11,0.14,999.70,28.15
10915,-10.24,-1.14,0.53,-0.27,-0.20,0.12,999.70,28.15
10946,-10.94,-1.39,-2.58,-0.34,-0.16,0.15,999.72,28.16
10978,-10.62,-1.41,-3.18,-0.13,0.02,0.20,999.72,28.16
11010,-10.16,-1.59,-0.76,0.23,0.04,0.28,999.72,28.16
11043,-10.61,-0.73,-0.12,-0.23,-0.09,0.31,999.72,28.16
11075,-9.74,-5.18,-1.76,-0.17,-0.10,0.11,999.72,28.16
11107,-9.68,-0.40,-1.25,-0.19,-0.04,0.12,999.69,28.15
11138,-9.89,-0.67,-0.57,-0.22,0.06,0.15,999.69,28.15
11169,-9.32,-1.16,0.15,-0.18,0.11,0.13,999.69,28.15
11200,-8.82,-1.25,0.90,0.44,0.00,-0.00,999.69,28.15
11232,-8.01,-0.14,0.73,0.37,-0.08,0.02,999.69,28.15
11262,-8.32,0.56,0.79,0.11,-0.07,0.10,999.70,28.15
11294,-8.38,0.40,1.02,0.04,-0.07,0.14,999.70,28.15
11328,-8.71,-0.32,1.60,0.32,-0.12,0.11,999.70,28.15
11360,-9.44,0.30,0.49,0.36,-0.10,0.09,999.70,28.15
11390,-10.24,0.35,-0.48,0.22,0.01,0.10,999.69,28.15
11422,-10.34,0.02,-0.43,0.24,0.12,0.15,999.69,28.15
11454,-10.52,-0.09,-0.52,0.23,0.17,0.15,999.69,28.15
11485,-10.42,-0.05,0.60,0.33,0.16,0.08,999.69,28.15
